Type_of_paper;Definition;Tokens;Cluster_of_token
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;original;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;stimulus;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;conﬁguration;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;cue;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;noted;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;direct;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;pattern;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;completion;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;second;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;memory;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;canalso;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;retrieved;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;stimulus;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;not;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;contained;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;original;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;memory;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;episode;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;but;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;shared;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;common;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;element;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;noted;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;mediated;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;pattern;
Rodent_Study;First, a memory trace can be reactivatedfully by presenting part of its original stimulus conﬁguration as a cue..., which is noted as direct pattern completion.| Second, the memory canalso be retrieved by stimuli that are not contained in the original memory episode but shared common elements with it..., which is noted as mediated pattern completion. ;completion;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";ability;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";successfully;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";learn;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";task;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";require;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";discrimination;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";environmental;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";cue;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";cue;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";limited;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";type;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";learning;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";often;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";referred;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";pattern;
Rodent_Study;"the ability to successfully learn tasks that require the discrimination of environmental cues or in which the cues are
limited. This type of learning, often referred to as pattern separation/completion...";separationcompletion;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);hippocampus;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);also;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);involved;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);recall;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);previously;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);acquired;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);memory;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);reactivating;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);full;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);representation;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);those;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);memory;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);using;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);partial;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);information;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);recall;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);cue;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);pattern;
Rodent_Study;The hippocampus is also involved in the recall of previously acquired memories by reactivating the full representations of those memories using partial information as recall cues (pattern completion);completion;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";pattern;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";completion;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";process;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";retrieving;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";full;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";pattern;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";activity;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";partial;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";degraded;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";input;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";related;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";computational;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";function;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";generalization;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";error;
Rodent_Study;"...pattern completion, the process of retrieving a full pattern of activity from partial
or degraded inputs, or the related computational functions of generalization and error correction.";correction;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;under;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;natural;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;circumstance;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;when;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;cue;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;availability;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;limited;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;memory;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;retrieval;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;take;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;advantage;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;mnemonic;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;process;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;called;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;pattern;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;completion;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;ability;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;retrieve;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;entire;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;memory;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;partial;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;degraded;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;sensory;
Rodent_Study;Under natural circumstances, when cue availability is limited, memory retrieval may take advantage of a mnemonic process called pattern completion, the ability to retrieve an entire memory from a partial or degraded sensory cue...;cue;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;crucial;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;cognitive;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;function;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;requiring;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;memory;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;pattern;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;completion;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;ie;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;ability;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;retrieve;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;memory;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;based;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;incomplete;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;information;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;capability;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;decline;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;profoundly;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;during;
Rodent_Study;A crucial cognitive function requiring memory is pattern completion, i.e., the ability to retrieve memories based on incomplete information, a capability that declines profoundly during aging.;aging;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;lecglu;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;lecgaba;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;input;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;bias;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;ca3;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;network;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;towards;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;pattern;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;completion;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;helping;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;generalize;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;across;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;similar;
Rodent_Study;LECGLU and LECGABA inputs bias the CA3 network towards pattern completion, helping generalize across similar contexts...;context;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";pattern;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";completion;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";ability;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";retrieve;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";complete;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";information;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";basis;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";incomplete;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";retrieval;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";cuesthis;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";process;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";retrieving;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";entire;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";memory;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";partial;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";degraded;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";cue;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";called;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";pattern;
Rodent_Study;"Pattern completion is the ability to retrieve complete information on the basis of incomplete retrieval cues|This process of retrieving entire memories from
partial or degraded cues is called pattern completion.";completion;
Rodent_Study;;nan;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";downstream;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";ca3;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";wa;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";shown;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";play;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";dual;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";role;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";pattern;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";separation;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";highly;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";different;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";input;
Rodent_Study;"Downstream, CA3 was shown to play a dual role: pattern separation of highly different input patterns, causing place cells’ remapping,
and pattern completion of highly similar input patterns, resulting in stability of place cell representations. These roles are enabled by CA3’s extensive auto-associative network, which supports.
attractor dynamics.";pattern;
